City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,eyl,7.9803,49.8164,83.3,64,57,10.16,SO,1667554310
280,kurilsk,45.2333,147.8833,40.42,73,82,16.2,RU,1667554311
281,campiglia marittima,43.0602,10.6152,68.83,66,27,20.96,IT,1667554312
282,pavino,59.1139,46.1414,33.98,88,98,5.75,RU,1667554313
283,arraial do cabo,-22.9661,-42.0278,68.31,57,24,9.33,BR,1667554314
284,emerald,-23.5333,148.1667,72.84,28,4,9.42,AU,1667554314
285,ancud,-41.8697,-73.8203,49.37,95,21,3.62,CL,1667554316
286,kizhinga,51.8462,109.9097,28.49,66,99,7.09,RU,1667554317
287,tochigi,36.3833,139.7333,54.1,71,100,6.26,JP,1667554318
288,saskylakh,71.9167,114.0833,-0.04,95,100,13.85,RU,1667554319
289,sheopur,25.6667,76.7,91.36,25,0,5.61,IN,1667554321
290,inirida,3.8653,-67.9239,66.99,98,64,2.08,CO,1667554322
291,najran,17.4924,44.1277,86.65,16,1,12.06,SA,1667554323
292,alice springs,-23.7,133.8833,80.15,12,0,10.36,AU,1667554212
293,lakota,5.8528,-5.6883,83.34,67,89,2.89,CI,1667554324
294,anshun,26.25,105.9333,57.49,65,29,6.22,CN,1667554282
295,camacha,33.0833,-16.3333,69.22,83,40,9.22,PT,1667554326
296,buala,-8.145,159.5921,80.38,81,99,2.53,SB,1667554327
297,kieta,-6.2167,155.6333,80.24,83,97,2.77,PG,1667554328
298,cidreira,-30.1811,-50.2056,62.76,60,77,8.95,BR,1667554328
299,kavieng,-2.5744,150.7967,83.12,73,96,3.44,PG,1667554329
300,bireun,5.203,96.7009,79.32,84,83,7.83,ID,1667554330
301,sioux lookout,50.1001,-91.917,32.07,86,100,12.66,CA,1667554219
302,namatanai,-3.6667,152.4333,81.3,78,98,2.73,PG,1667554331
303,ilinskiy,55.619,38.1182,32.38,86,100,7.0,RU,1667554332
304,kinsale,51.7075,-8.5306,47.57,76,75,4.61,IE,1667554333
305,pierre,44.3683,-100.351,34.72,60,100,5.75,US,1667554334
306,sorland,67.667,12.6934,48.06,83,100,14.27,NO,1667554335
307,chancay,-11.5714,-77.2672,60.48,90,66,5.08,PE,1667554336
308,bilma,18.6853,12.9164,77.52,18,49,5.68,NE,1667554336
309,maua,-23.6678,-46.4614,54.36,84,2,3.13,BR,1667554163
310,tonantins,-2.8731,-67.8022,69.42,85,97,2.37,BR,1667554338
311,gorontalo,0.5412,123.0595,79.16,88,93,2.04,ID,1667554339
312,tevriz,57.509,72.4042,35.91,95,100,8.97,RU,1667554339
313,gualeguaychu,-33.0094,-58.5172,54.9,89,2,9.57,AR,1667554340
314,amazar,53.858,120.875,16.5,93,39,4.52,RU,1667554341
315,miles city,46.4083,-105.8406,22.17,86,20,11.5,US,1667554342
316,saint-augustin,51.226,-58.6502,32.81,78,49,3.74,CA,1667554343
317,hobyo,5.3505,48.5268,83.28,61,34,9.82,SO,1667554344
318,tura,25.5198,90.2201,74.88,83,14,3.42,IN,1667554345
319,khani,41.9563,42.9566,42.37,82,95,4.03,GE,1667554346
320,zhaoyang,42.682,126.0305,27.73,47,1,6.13,CN,1667554346
321,gladstone,-23.85,151.25,71.78,70,6,16.24,AU,1667554349
322,ankang,32.68,109.0172,54.75,85,100,3.44,CN,1667554349
323,minab,27.1467,57.0801,87.53,44,29,14.41,IR,1667554350
324,fairbanks,64.8378,-147.7164,12.16,87,100,0.0,US,1667554232
325,chumikan,54.7183,135.315,24.37,69,91,19.6,RU,1667554352
326,klaksvik,62.2266,-6.589,45.52,90,99,30.74,FO,1667554353
327,ponta do sol,32.6667,-17.1,73.13,77,17,1.36,PT,1667554353
328,male,4.1748,73.5089,89.55,66,40,11.5,MV,1667554354
329,chapleau,47.8405,-83.4034,56.35,73,100,15.77,CA,1667554355
330,shelburne,44.0787,-80.2041,55.85,89,58,12.57,CA,1667554295
331,hvide sande,56.0045,8.1294,51.85,87,75,11.5,DK,1667554356
332,khasan,42.4308,130.6434,38.68,31,0,14.03,RU,1667554357
333,khorinsk,52.1657,109.7726,27.88,68,100,6.04,RU,1667554358
334,port hardy,50.6996,-127.4199,39.38,100,100,17.27,CA,1667554359
335,mount isa,-20.7333,139.5,79.32,14,0,13.42,AU,1667554360
336,fortuna,40.5982,-124.1573,50.34,66,100,6.91,US,1667554360
337,iberia,29.9502,-91.7507,71.6,94,100,8.05,US,1667554362
338,kirakira,-10.4544,161.9205,79.39,81,15,3.71,SB,1667554363
339,biu,10.6129,12.1946,84.51,18,41,11.32,NG,1667554363
340,atikokan,48.7555,-91.6216,34.81,85,100,8.95,CA,1667554364
341,dayong,25.0209,118.2898,68.32,71,78,4.5,CN,1667554365
342,rabat,33.9911,-6.8401,68.16,88,20,4.61,MA,1667554362
343,kanniyakumari,8.0833,77.5667,81.07,75,70,3.11,IN,1667554367
344,coquimbo,-29.9533,-71.3436,53.33,87,100,3.44,CL,1667554367
345,yenagoa,4.9247,6.2642,86.88,66,86,2.26,NG,1667554368
346,kaitangata,-46.2817,169.8464,48.94,69,67,15.12,NZ,1667554369
347,pemba,-12.974,40.5178,81.25,67,1,16.08,MZ,1667554370
348,samana,19.2056,-69.3369,74.32,90,24,2.24,DO,1667554371
349,esso,55.9333,158.7,30.38,97,100,4.29,RU,1667554371
350,ponta delgada,37.7333,-25.6667,70.5,100,75,6.91,PT,1667554274
351,dunedin,-45.8742,170.5036,52.81,71,59,11.99,NZ,1667554374
352,nassjo,57.6531,14.6968,47.32,80,100,12.95,SE,1667554374
353,iquique,-20.2208,-70.1431,60.84,75,1,4.29,CL,1667554376
354,durango,24.8333,-104.8333,49.69,49,0,6.51,MX,1667554105
355,chulym,55.0997,80.9572,36.43,60,70,7.43,RU,1667554377
356,poronaysk,49.2167,143.1167,33.13,69,81,15.48,RU,1667554378
357,luanda,-8.8368,13.2343,82.4,69,75,5.75,AO,1667554379
358,colac,-38.3333,143.5833,52.18,78,68,5.1,AU,1667554380
359,totness,5.8833,-56.3167,73.69,94,99,6.29,SR,1667554381
360,pithoragarh,29.5833,80.2167,66.42,56,10,4.29,IN,1667554380
361,vila velha,-20.3297,-40.2925,64.94,82,98,8.01,BR,1667554258
362,nongstoin,25.5167,91.2667,65.25,81,35,4.07,IN,1667554383
363,nago,26.5881,127.9761,73.83,69,98,14.83,JP,1667554384
364,ravar,31.2656,56.8055,69.94,30,26,3.87,IR,1667554385
365,garachine,8.0647,-78.3628,76.96,88,100,7.49,PA,1667554386
366,xuanzhou,30.9525,118.7553,58.93,61,98,2.77,CN,1667554386
367,touros,-5.1989,-35.4608,81.05,73,51,11.43,BR,1667554387
368,sao joao da barra,-21.6403,-41.0511,66.94,65,56,12.55,BR,1667554388
369,lata,40.1629,-8.3327,50.92,77,84,3.87,PT,1667554389
370,kavaratti,10.5669,72.642,82.89,71,63,8.08,IN,1667554390
371,jaisalmer,26.9147,70.9181,97.03,10,58,14.0,IN,1667554391
372,riviere-au-renard,48.9957,-64.3971,48.49,77,96,6.46,CA,1667554391
373,batsfjord,70.6345,29.7185,40.93,93,100,18.41,NO,1667554393
374,vostok,46.4856,135.8833,19.51,68,35,5.64,RU,1667554394
375,bakchar,57.0186,82.0711,31.01,86,18,3.31,RU,1667554394
376,nautla,20.2167,-96.7833,72.54,88,18,3.27,MX,1667554395
377,havoysund,70.9963,24.6622,43.03,91,100,8.5,NO,1667554396
378,port moresby,-9.4431,147.1797,79.57,83,69,11.77,PG,1667554397
379,springfield,37.2153,-93.2982,67.03,77,100,14.97,US,1667554256
380,bandundu,-3.3167,17.3667,81.25,75,69,4.09,CD,1667554399
381,teguldet,57.3064,88.1667,27.28,90,55,2.53,RU,1667554399
382,tabou,4.423,-7.3528,81.82,76,96,6.73,CI,1667554400
383,noumea,-22.2763,166.4572,75.18,86,19,12.93,NC,1667554401
384,princeton,25.5384,-80.4089,75.22,93,0,5.75,US,1667554262
385,roma,43.2128,-75.4557,55.81,71,0,4.61,US,1667554403
386,les cayes,18.2,-73.75,74.84,85,23,4.7,HT,1667554404
387,herat,34.5,62.0,53.49,71,100,7.2,AF,1667554404
388,brod,45.1375,17.9897,66.09,48,100,4.97,BA,1667554405
389,dunda,-8.1167,34.25,93.09,22,98,3.78,TZ,1667554406
390,camana,-16.6228,-72.7111,61.84,87,56,6.13,PE,1667554407
391,kawhia,-38.0651,174.8183,55.89,85,3,7.94,NZ,1667554408
392,mega,4.05,38.3,72.79,42,93,12.68,ET,1667554409
393,hambantota,6.1241,81.1185,82.49,75,71,9.8,LK,1667554409
394,sol-iletsk,51.1631,54.9918,28.96,93,35,8.32,RU,1667554410
395,port said,31.2565,32.2841,72.61,57,0,8.37,EG,1667554411
396,melfi,40.9965,15.6514,65.5,58,100,17.31,IT,1667554412
397,san jeronimo,-11.9472,-75.2829,52.3,66,83,1.74,PE,1667554413
398,bathsheba,13.2167,-59.5167,81.21,78,20,18.41,BB,1667554414
399,amapa,1.0,-52.0,70.36,100,100,2.08,BR,1667554415
400,chicontepec,20.9667,-98.1667,62.83,91,0,2.64,MX,1667554415
401,staunton,38.1496,-79.0717,51.28,90,100,0.0,US,1667554416
402,doka,13.5167,35.7667,94.51,27,5,9.33,SD,1667554417
403,saiha,22.4833,92.9667,78.51,66,61,2.84,IN,1667554418
404,nuuk,64.1835,-51.7216,34.41,93,100,12.66,GL,1667554419
405,ambulu,-8.345,113.6058,79.54,88,100,6.67,ID,1667554420
406,lavrentiya,65.5833,-171.0,13.66,76,82,9.04,RU,1667554420
407,faya,18.3851,42.4509,75.31,49,21,5.19,SA,1667554421
408,okahandja,-21.9833,16.9167,83.95,5,5,10.18,NA,1667554422
409,margate,51.3813,1.3862,51.69,83,89,10.0,GB,1667554312
410,usman,52.0466,39.7288,30.24,75,100,3.44,RU,1667554423
411,staroye drozhzhanoye,54.7266,47.5677,35.46,84,99,5.21,RU,1667554424
412,burgeo,47.6167,-57.6152,45.27,88,60,14.67,CA,1667554425
413,zhashkiv,49.2454,30.1102,52.3,58,54,4.68,UA,1667554426
414,merauke,-8.4667,140.3333,83.64,78,57,14.52,ID,1667554427
415,tarko-sale,64.9225,77.785,17.17,98,68,5.19,RU,1667554428
416,crib point,-38.35,145.2,58.89,83,6,8.66,AU,1667554428
417,ebeltoft,56.1944,10.6821,51.82,93,100,12.66,DK,1667554430
418,axim,4.8699,-2.2405,82.78,74,73,5.61,GH,1667554430
419,rawson,-43.3002,-65.1023,65.17,35,3,20.15,AR,1667554258
420,panguna,-6.3164,155.4848,69.98,96,100,0.6,PG,1667554432
421,lufilufi,-13.8745,-171.5986,76.78,74,38,2.1,WS,1667554433
422,arlit,18.7369,7.3853,82.54,14,100,10.78,NE,1667554434
423,oxapampa,-10.5775,-75.4017,54.68,93,80,0.78,PE,1667554435
424,nabire,-3.3667,135.4833,80.24,85,91,0.63,ID,1667554436
425,machhiwara,30.9147,76.1983,86.92,25,93,3.13,IN,1667554436
426,kaita,34.3667,132.55,63.95,67,1,7.7,JP,1667554438
427,mehamn,71.0357,27.8492,40.95,93,40,9.22,NO,1667554439
428,passagem franca,-6.1797,-43.7836,73.15,96,100,2.33,BR,1667554439
429,sechelt,49.4664,-123.7694,42.8,95,100,8.16,CA,1667554440
430,takoradi,4.8845,-1.7554,82.81,73,91,6.08,GH,1667554441
431,bulancak,40.9372,38.2291,62.42,67,40,6.91,TR,1667554442
432,itarema,-2.9248,-39.9167,80.55,69,76,10.29,BR,1667554443
433,san lazaro,18.0387,-88.6622,72.9,98,99,3.15,BZ,1667554444
434,totskoye,52.5248,52.7623,30.13,94,38,8.25,RU,1667554445
435,mkushi,-13.6202,29.3939,79.93,40,100,7.85,ZM,1667554446
436,langenburg,49.2544,9.8458,50.68,87,0,3.44,DE,1667554447
437,avera,33.194,-82.5271,53.11,84,0,6.31,US,1667554448
438,ereymentau,51.6199,73.1033,46.53,45,100,15.97,KZ,1667554449
439,marrakesh,31.6315,-8.0083,68.07,68,0,2.3,MA,1667554449
440,uniontown,39.9001,-79.7164,53.94,65,16,4.18,US,1667554230
441,dakar,14.6937,-17.4441,83.28,61,0,6.91,SN,1667554406
442,pedasi,7.5333,-80.0333,77.07,84,100,4.09,PA,1667554452
443,florianopolis,-27.6146,-48.5012,56.62,80,2,1.99,BR,1667554360
444,santa rosa,14.3122,121.1114,82.38,80,69,10.0,PH,1667554453
445,camargo,27.6667,-105.1667,60.04,32,45,4.27,MX,1667554454
446,nurlat,54.4277,50.8051,33.1,85,99,4.23,RU,1667554455
447,moyale,3.5167,39.0584,80.73,46,93,11.65,KE,1667554456
448,dali,25.7,100.1833,61.43,59,100,3.8,CN,1667554457
449,luz,-19.8014,-45.6856,60.04,74,64,6.35,BR,1667554458
450,necochea,-38.5473,-58.7368,46.13,91,0,9.93,AR,1667554177
451,krasnokamensk,50.0979,118.0369,20.88,71,83,7.61,RU,1667554459
452,nelson bay,-32.7167,152.15,64.0,76,3,8.99,AU,1667554460
453,zalantun,48.0,122.7167,31.69,47,42,7.16,CN,1667554461
454,cockburn town,21.4612,-71.1419,79.36,71,7,9.24,TC,1667554242
455,broken hill,-31.95,141.4333,64.2,40,2,7.05,AU,1667554365
456,murud,18.3258,72.965,88.12,40,0,2.75,IN,1667554463
457,yuzhno-kurilsk,44.0306,145.8556,42.35,62,66,22.21,RU,1667554463
458,belyy yar,53.6039,91.3903,37.85,66,18,2.24,RU,1667554464
459,sorong,-0.8833,131.25,82.83,76,100,3.47,ID,1667554465
460,srednekolymsk,67.45,153.6833,-15.88,91,57,3.8,RU,1667554466
461,dullewala,31.8359,71.4362,90.1,19,97,4.52,PK,1667554467
462,urumqi,43.801,87.6005,47.35,53,0,4.47,CN,1667554467
463,ola,59.5833,151.2833,22.35,81,94,14.92,RU,1667554468
464,toguchin,55.2353,84.3858,34.3,72,42,6.22,RU,1667554391
465,sinnai,39.3042,9.2036,66.72,88,40,8.05,IT,1667554470
466,quatre cocos,-20.2078,57.7625,82.51,68,40,8.39,MU,1667554471
467,umm lajj,25.0213,37.2685,82.38,42,94,9.78,SA,1667554471
468,bay roberts,47.5999,-53.2648,44.33,74,70,4.0,CA,1667554472
469,charters towers,-20.1,146.2667,71.17,62,25,16.96,AU,1667554473
470,lydenburg,-25.0978,30.4597,79.39,31,95,6.55,ZA,1667554474
471,andrelandia,-21.7397,-44.3092,53.73,86,87,9.26,BR,1667554475
472,agadir,30.4202,-9.5982,59.45,53,0,4.18,MA,1667554476
473,san luis rio colorado,32.4631,-114.7767,55.58,41,1,9.71,MX,1667554477
474,buin,-33.7333,-70.75,61.74,83,92,1.86,CL,1667554478
475,amursk,50.2261,136.8994,28.85,55,50,7.58,RU,1667554478
476,ushtobe,45.2514,77.9838,56.12,44,100,2.13,KZ,1667554480
477,baixo guandu,-19.5189,-41.0158,65.26,81,70,2.93,BR,1667554481
478,shache,38.4167,77.2406,58.71,21,9,6.51,CN,1667554481
479,almonte,37.2647,-6.5167,68.45,80,97,5.44,ES,1667554482
480,paratinga,-12.6906,-43.1842,67.03,96,100,5.32,BR,1667554483
481,logan,41.7355,-111.8344,28.65,83,0,3.44,US,1667554426
482,brazzaville,-4.2658,15.2832,79.16,78,75,4.61,CG,1667554485
483,virginia beach,36.8529,-75.978,63.01,94,75,5.75,US,1667554207
484,sandy bay,-42.913,147.3532,55.29,81,75,9.22,AU,1667554486
485,abha,18.2164,42.5053,75.02,46,20,12.66,SA,1667554260
486,banjar,-8.19,114.9675,81.18,88,99,2.57,ID,1667554488
487,lakes entrance,-37.8811,147.981,55.17,83,0,4.43,AU,1667554489
488,nevelsk,46.6733,141.8633,37.54,54,98,21.32,RU,1667554490
489,akdagmadeni,39.6603,35.8836,57.54,40,14,9.22,TR,1667554491
490,samarai,-10.6167,150.6667,83.12,71,85,9.8,PG,1667554492
491,channel-port aux basques,47.5702,-59.1367,48.52,86,90,20.6,CA,1667554492
492,olinda,-8.0089,-34.8553,76.73,83,75,4.61,BR,1667554493
493,chesma,53.8111,60.6533,30.42,96,100,17.18,RU,1667554211
494,atar,20.5169,-13.0499,71.65,13,0,4.61,MR,1667554495
495,tadine,-21.55,167.8833,76.5,86,19,14.43,NC,1667554496
496,aklavik,68.2191,-135.0107,8.2,95,100,11.12,CA,1667554498
497,hofn,64.2539,-15.2082,42.82,61,0,3.44,IS,1667554498
498,colares,38.7992,-9.4469,59.99,81,0,14.0,PT,1667554499
499,healesville,-37.65,145.5167,58.35,97,21,2.33,AU,1667554500
500,saint-georges,12.0564,-61.7485,80.28,83,75,17.27,GD,1667554237
501,lixourion,38.2019,20.4314,71.6,78,20,5.75,GR,1667554501
502,seymchan,62.8833,152.4333,0.79,95,100,2.28,RU,1667554502
503,grand gaube,-20.0064,57.6608,82.8,76,55,9.33,MU,1667554503
504,sladkovo,55.5284,70.3385,38.46,97,100,14.29,RU,1667554504
505,nueve de julio,-35.4444,-60.8831,49.96,96,2,1.01,AR,1667554505
506,flinders,-34.5833,150.8552,62.38,72,73,5.99,AU,1667554506
507,genhe,50.7833,121.5167,17.28,95,100,2.75,CN,1667554507
508,bulolo,-7.2,146.65,71.78,97,94,1.72,PG,1667554508
509,kasongo-lunda,-6.4667,16.8167,81.09,74,70,3.69,CD,1667554509
510,zyryanka,65.75,150.85,-15.32,96,79,2.3,RU,1667554510
511,jumla,29.2747,82.1838,61.39,48,5,6.91,NP,1667554511
512,sierra vista,31.5545,-110.3037,36.77,86,0,11.5,US,1667554466
513,komsomolskiy,40.4272,71.7189,54.32,87,75,4.61,UZ,1667554512
514,portland,45.5234,-122.6762,49.62,89,100,14.0,US,1667554384
515,kungurtug,50.5994,97.5228,23.02,85,100,0.78,RU,1667554514
516,gat,31.61,34.7642,79.79,33,0,8.75,IL,1667554345
517,dauphin,51.1494,-100.0502,26.74,68,100,13.8,CA,1667554515
518,senador jose porfirio,-2.5908,-51.9542,75.47,83,97,3.49,BR,1667554516
519,meiningen,50.5679,10.4152,51.75,79,100,5.28,DE,1667554517
520,san policarpo,12.1791,125.5072,81.93,78,44,6.22,PH,1667554518
521,zhigansk,66.7697,123.3711,1.31,94,100,16.15,RU,1667554518
522,puerto penasco,31.3167,-113.5333,61.29,41,0,18.16,MX,1667554520
523,wakkanai,45.4094,141.6739,40.98,60,75,23.02,JP,1667554520
524,methoni,36.8197,21.7049,76.86,62,0,9.4,GR,1667554521
525,vysokogornyy,50.1167,139.15,21.09,72,71,13.94,RU,1667554522
526,pahrump,36.2083,-115.9839,44.44,31,3,5.01,US,1667554523
527,tautira,-17.7333,-149.15,74.82,84,89,19.8,PF,1667554524
528,kalmunai,7.4167,81.8167,83.07,72,65,5.23,LK,1667554525
529,winnemucca,40.973,-117.7357,33.85,60,100,11.5,US,1667554491
530,porbandar,21.6422,69.6093,96.78,28,0,9.22,IN,1667554527
531,ler,8.3018,30.1418,93.92,25,8,6.76,SS,1667554528
532,te anau,-45.4167,167.7167,45.54,91,100,6.02,NZ,1667554528
533,baykit,61.67,96.37,12.29,99,73,0.92,RU,1667554529
534,las matas de farfan,18.8731,-71.5166,68.02,94,28,1.48,DO,1667554530
535,gimli,50.6336,-96.9907,23.02,74,68,4.61,CA,1667554531
536,lady frere,-31.7031,27.2329,77.18,44,26,3.56,ZA,1667554532
537,ostrovnoy,68.0531,39.5131,33.69,91,23,16.22,RU,1667554533
538,remanso,-9.6179,-42.0831,72.79,86,100,2.13,BR,1667554534
539,vyazemskiy,47.5378,134.7525,27.21,53,6,10.02,RU,1667554534
540,ouegoa,-20.35,164.4333,78.46,79,25,8.16,NC,1667554535
541,bac lieu,9.285,105.7244,77.95,87,100,12.41,VN,1667554536
542,bodden town,19.2833,-81.25,79.93,74,81,19.77,KY,1667554537
543,khiv,41.7543,47.9306,48.87,75,50,7.31,RU,1667554538
544,ninh binh,20.2539,105.975,80.29,53,36,4.9,VN,1667554539
545,tariba,7.8188,-72.2243,64.13,93,100,2.95,VE,1667554540
546,anloga,5.7947,0.8973,83.3,74,84,9.93,GH,1667554541
547,sabla,12.7525,4.7077,89.64,16,76,17.0,NG,1667554542
548,prince rupert,54.3161,-130.3201,44.29,94,100,11.5,CA,1667554543
549,ranong,9.9658,98.6348,84.13,61,78,7.58,TH,1667554544
550,mut,36.6439,33.4389,73.42,25,1,2.17,TR,1667554544
551,yerofey pavlovich,53.9667,121.9667,23.16,94,100,3.6,RU,1667554546
552,yulara,-25.2406,130.9889,77.61,16,0,8.28,AU,1667554547
553,petropavlovsk-kamchatskiy,53.0452,158.6483,32.59,100,100,4.47,RU,1667554548
554,barabash,43.2,131.4833,31.14,39,0,4.41,RU,1667554549
555,jiuquan,39.7432,98.5174,46.22,28,68,9.98,CN,1667554549
556,vestmannaeyjar,63.4427,-20.2734,45.59,87,0,12.66,IS,1667554550
557,koungheul,13.9833,-14.8,87.35,15,84,11.01,SN,1667554551
558,padang,-0.9492,100.3543,81.07,78,85,5.17,ID,1667554304
